room,startDate,endDate,guest,totalPrice,status,customer_email,specialRequests
Presidential Suite,2025-08-17,2025-08-20,1,1308.2,canceled,user_3151@example.com,Early check-in
Presidential Suite,2025-01-13,2025-01-25,2,1137.79,confirmed,user_6607@example.com,None
Deluxe Suite,2025-03-11,2025-03-20,1,750.23,confirmed,user_579@example.com,Early check-in
Presidential Suite,2025-10-26,2025-10-28,3,1074.69,confirmed,user_5953@example.com,None
Presidential Suite,2025-09-04,2025-09-12,3,1259.5,confirmed,user_1218@example.com,None
Executive King,2025-08-22,2025-08-29,2,626.44,confirmed,user_8562@example.com,None
Presidential Suite,2025-05-09,2025-05-13,3,1115.04,canceled,user_8725@example.com,None
Executive King,2025-03-15,2025-03-24,1,542.05,confirmed,user_9083@example.com,Early check-in
Deluxe Suite,2025-12-01,2025-12-07,1,619.78,confirmed,user_9661@example.com,None
Executive King,2025-02-26,2025-03-04,1,724.02,confirmed,user_6475@example.com,Early check-in
Deluxe Suite,2025-11-23,2025-12-03,2,478.5,confirmed,user_4014@example.com,Early check-in
Deluxe Suite,2025-11-29,2025-12-03,1,254.91,confirmed,user_3866@example.com,None
Deluxe Suite,2025-07-03,2025-07-16,1,604.16,confirmed,user_2362@example.com,None
Presidential Suite,2025-09-09,2025-09-13,2,1159.15,confirmed,user_8694@example.com,None
Deluxe Suite,2025-05-17,2025-05-27,1,611.88,confirmed,user_519@example.com,Early check-in
Executive King,2025-01-14,2025-01-24,1,739.48,canceled,user_5464@example.com,None
Executive King,2025-12-28,2026-01-05,1,863.87,confirmed,user_6631@example.com,None
Deluxe Suite,2025-03-09,2025-03-22,2,826.8,confirmed,user_7517@example.com,None
Presidential Suite,2025-07-27,2025-07-31,4,1261.9,confirmed,user_1352@example.com,None
Executive King,2025-02-25,2025-02-27,2,868.52,confirmed,user_348@example.com,None
Presidential Suite,2025-12-13,2025-12-24,2,1345.88,confirmed,user_5548@example.com,None
Presidential Suite,2025-03-05,2025-03-17,2,1051.66,confirmed,user_593@example.com,None
Executive King,2025-10-23,2025-10-25,2,948.44,canceled,user_4285@example.com,None
Presidential Suite,2025-02-12,2025-02-13,1,1367.49,confirmed,user_3210@example.com,None
Deluxe Suite,2025-04-21,2025-05-02,2,493.35,confirmed,user_6670@example.com,None
Presidential Suite,2025-06-01,2025-06-08,2,1174.61,canceled,user_7839@example.com,Late checkout
Deluxe Suite,2025-01-22,2025-01-27,2,488.87,confirmed,user_2804@example.com,Early check-in
Executive King,2025-04-04,2025-04-17,1,1027.61,confirmed,user_194@example.com,None
Presidential Suite,2025-06-12,2025-06-16,3,1229.46,canceled,user_9968@example.com,None
Deluxe Suite,2025-08-16,2025-08-23,1,551.76,confirmed,user_8673@example.com,Early check-in
Executive King,2025-08-12,2025-08-15,2,929.54,confirmed,user_3179@example.com,None
Presidential Suite,2025-02-28,2025-03-07,2,1153.12,confirmed,user_6605@example.com,Early check-in
Executive King,2025-05-15,2025-05-27,2,586.43,confirmed,user_4804@example.com,Early check-in
Executive King,2025-01-19,2025-01-20,2,905.39,confirmed,user_7431@example.com,Late checkout
Executive King,2025-03-29,2025-04-10,1,837.46,canceled,user_4492@example.com,Early check-in
Presidential Suite,2025-03-28,2025-03-30,4,917.72,canceled,user_1732@example.com,None
Presidential Suite,2025-02-23,2025-03-02,2,1259.84,confirmed,user_1374@example.com,None
Deluxe Suite,2025-05-25,2025-05-29,1,527.24,canceled,user_5563@example.com,None
Deluxe Suite,2025-02-17,2025-02-19,1,651.35,canceled,user_2110@example.com,None
Executive King,2025-04-16,2025-04-20,2,868.89,confirmed,user_5356@example.com,None
Presidential Suite,2025-03-17,2025-03-19,4,1095.09,confirmed,user_4823@example.com,None
Deluxe Suite,2025-08-15,2025-08-24,2,625.62,confirmed,user_773@example.com,Early check-in
Executive King,2025-06-22,2025-07-03,1,653.12,canceled,user_7747@example.com,None
Deluxe Suite,2025-09-24,2025-10-02,1,500.12,confirmed,user_5547@example.com,None
Executive King,2025-08-07,2025-08-08,2,910.57,confirmed,user_9742@example.com,None
Presidential Suite,2025-05-19,2025-05-25,1,1121.94,confirmed,user_5639@example.com,Early check-in
Presidential Suite,2025-04-22,2025-05-02,2,1403.06,confirmed,user_1070@example.com,None
Presidential Suite,2025-03-06,2025-03-13,2,1507.43,confirmed,user_7603@example.com,None
Deluxe Suite,2025-08-02,2025-08-12,2,634.78,confirmed,user_5736@example.com,None
Presidential Suite,2025-10-01,2025-10-12,3,1111.0,confirmed,user_4156@example.com,None
Deluxe Suite,2025-01-17,2025-01-20,1,545.71,confirmed,user_5724@example.com,None
Executive King,2025-02-23,2025-03-04,2,854.74,confirmed,user_989@example.com,None
Presidential Suite,2025-05-02,2025-05-15,3,925.99,confirmed,user_9987@example.com,None
Executive King,2025-07-03,2025-07-07,2,538.22,confirmed,user_4273@example.com,Early check-in
Presidential Suite,2025-06-27,2025-07-03,3,1395.29,canceled,user_8842@example.com,None
Deluxe Suite,2025-06-26,2025-07-02,1,701.66,confirmed,user_5950@example.com,None
Deluxe Suite,2025-02-16,2025-02-25,2,476.81,confirmed,user_2813@example.com,Early check-in
Deluxe Suite,2025-03-10,2025-03-14,1,926.65,confirmed,user_270@example.com,None
Executive King,2025-01-18,2025-01-26,2,679.27,confirmed,user_9705@example.com,Late checkout
Presidential Suite,2025-08-03,2025-08-15,2,1433.87,confirmed,user_4704@example.com,Early check-in
Executive King,2025-11-01,2025-11-12,1,636.5,confirmed,user_782@example.com,None
Presidential Suite,2025-12-25,2026-01-04,3,1050.48,confirmed,user_3717@example.com,None
Executive King,2025-09-14,2025-09-17,2,903.42,canceled,user_7641@example.com,None
Presidential Suite,2025-06-25,2025-06-26,1,1286.92,confirmed,user_8459@example.com,Early check-in
Deluxe Suite,2025-06-23,2025-07-02,1,549.56,confirmed,user_7411@example.com,None
Presidential Suite,2025-04-05,2025-04-09,3,1164.05,confirmed,user_5182@example.com,None
Executive King,2025-08-31,2025-09-07,2,618.39,confirmed,user_3699@example.com,Early check-in
Deluxe Suite,2025-09-02,2025-09-05,2,788.3,canceled,user_4981@example.com,None
Executive King,2025-04-13,2025-04-24,1,634.68,confirmed,user_8466@example.com,None
Executive King,2025-08-15,2025-08-26,2,919.68,confirmed,user_893@example.com,None
Deluxe Suite,2025-02-17,2025-02-19,2,819.78,confirmed,user_4717@example.com,Early check-in
Executive King,2025-08-20,2025-08-28,1,708.63,confirmed,user_1470@example.com,None
Executive King,2025-11-13,2025-11-18,1,658.55,confirmed,user_4150@example.com,None
Presidential Suite,2025-05-03,2025-05-12,4,1241.54,confirmed,user_991@example.com,None
Executive King,2025-12-19,2025-12-22,2,1068.11,canceled,user_4995@example.com,None
Executive King,2025-10-23,2025-11-01,2,976.18,confirmed,user_1918@example.com,None
Presidential Suite,2025-05-06,2025-05-17,2,1102.44,confirmed,user_6203@example.com,None
Executive King,2025-08-22,2025-08-29,2,868.43,canceled,user_2063@example.com,None
Deluxe Suite,2025-06-10,2025-06-15,1,398.87,confirmed,user_4416@example.com,Late checkout
Deluxe Suite,2025-10-19,2025-10-27,2,692.6,confirmed,user_1623@example.com,None
Presidential Suite,2025-08-11,2025-08-13,3,945.03,confirmed,user_4590@example.com,None
Deluxe Suite,2025-03-16,2025-03-19,1,504.91,confirmed,user_3972@example.com,None
Deluxe Suite,2025-02-21,2025-03-05,1,636.62,confirmed,user_275@example.com,None
Executive King,2025-09-11,2025-09-20,2,871.17,confirmed,user_70@example.com,Late checkout
Presidential Suite,2025-07-24,2025-08-02,2,1231.5,confirmed,user_29@example.com,Late checkout
Executive King,2025-01-04,2025-01-14,1,588.7,canceled,user_2644@example.com,None
Deluxe Suite,2025-07-27,2025-07-30,2,795.68,confirmed,user_7206@example.com,None
Executive King,2025-04-16,2025-04-18,1,1031.12,confirmed,user_2286@example.com,Late checkout
Presidential Suite,2025-03-14,2025-03-15,4,1294.97,confirmed,user_1397@example.com,None
Presidential Suite,2025-05-18,2025-05-30,1,1013.5,confirmed,user_7427@example.com,None
Executive King,2025-08-01,2025-08-07,1,639.62,confirmed,user_9828@example.com,None
Presidential Suite,2025-12-16,2025-12-19,1,1065.66,confirmed,user_5639@example.com,None
Deluxe Suite,2025-03-25,2025-03-31,2,805.52,confirmed,user_9163@example.com,Early check-in
Presidential Suite,2025-07-14,2025-07-27,4,1419.09,canceled,user_9702@example.com,None
Presidential Suite,2025-01-23,2025-01-31,2,1073.8,confirmed,user_2994@example.com,Early check-in
Executive King,2025-12-20,2026-01-02,1,920.06,confirmed,user_336@example.com,None
Executive King,2025-07-06,2025-07-19,2,688.58,confirmed,user_3423@example.com,None
Deluxe Suite,2025-08-31,2025-09-06,2,493.06,canceled,user_6989@example.com,None
Executive King,2025-06-28,2025-06-29,2,629.55,confirmed,user_3671@example.com,None
Executive King,2025-11-10,2025-11-21,2,590.2,confirmed,user_3664@example.com,None
Deluxe Suite,2025-12-29,2026-01-01,1,649.79,confirmed,user_7361@example.com,None
Deluxe Suite,2025-11-27,2025-12-01,2,416.47,confirmed,user_7488@example.com,None
Presidential Suite,2025-02-12,2025-02-18,2,1276.62,confirmed,user_429@example.com,None
Presidential Suite,2025-08-20,2025-08-22,3,1497.11,canceled,user_3604@example.com,None
Executive King,2025-08-14,2025-08-17,1,740.98,confirmed,user_2702@example.com,None
Executive King,2025-04-05,2025-04-16,2,784.82,confirmed,user_7649@example.com,None
Executive King,2025-04-17,2025-04-21,1,832.13,confirmed,user_8198@example.com,Late checkout
Deluxe Suite,2025-06-13,2025-06-23,2,353.43,confirmed,user_4264@example.com,None
Executive King,2025-02-23,2025-02-24,1,748.68,confirmed,user_8733@example.com,None
Presidential Suite,2025-09-20,2025-10-03,2,1228.72,canceled,user_4609@example.com,Early check-in
Executive King,2025-10-21,2025-10-27,1,768.62,confirmed,user_7598@example.com,None
Executive King,2025-03-23,2025-03-31,2,800.24,confirmed,user_3161@example.com,Early check-in
Deluxe Suite,2025-03-05,2025-03-14,2,552.82,canceled,user_5871@example.com,Late checkout
Presidential Suite,2025-08-31,2025-09-03,4,1227.29,confirmed,user_1049@example.com,Early check-in
Presidential Suite,2025-10-09,2025-10-22,4,1207.29,confirmed,user_3417@example.com,None
Deluxe Suite,2025-05-22,2025-06-04,2,726.29,canceled,user_6074@example.com,Early check-in
Executive King,2025-04-04,2025-04-05,2,896.92,confirmed,user_8494@example.com,Early check-in
Executive King,2025-06-17,2025-06-22,2,993.92,confirmed,user_9039@example.com,None
Presidential Suite,2025-07-14,2025-07-17,1,1307.92,canceled,user_1793@example.com,Early check-in
Executive King,2025-12-15,2025-12-28,2,821.03,confirmed,user_816@example.com,Late checkout
Executive King,2025-03-14,2025-03-21,1,735.22,confirmed,user_4619@example.com,None
Executive King,2025-11-27,2025-11-29,2,994.2,confirmed,user_2886@example.com,None
Deluxe Suite,2025-04-12,2025-04-16,2,559.4,confirmed,user_420@example.com,None
Presidential Suite,2025-08-31,2025-09-04,4,1248.15,confirmed,user_6899@example.com,None
Executive King,2025-05-10,2025-05-21,2,875.45,confirmed,user_7772@example.com,None
Deluxe Suite,2025-02-17,2025-02-26,2,673.56,canceled,user_2796@example.com,Early check-in
Executive King,2025-12-09,2025-12-16,2,1004.69,confirmed,user_9150@example.com,None
Presidential Suite,2025-10-29,2025-11-08,2,970.08,canceled,user_8152@example.com,Early check-in
Executive King,2025-10-04,2025-10-11,2,975.48,canceled,user_6392@example.com,None
Deluxe Suite,2025-10-12,2025-10-14,1,686.8,confirmed,user_6401@example.com,None
Executive King,2025-12-23,2025-12-24,2,755.36,confirmed,user_2738@example.com,None
Executive King,2025-08-24,2025-08-28,1,933.66,confirmed,user_7104@example.com,None
Deluxe Suite,2025-05-05,2025-05-16,1,759.82,confirmed,user_455@example.com,None
Deluxe Suite,2025-10-21,2025-10-24,1,640.55,canceled,user_1790@example.com,None
Presidential Suite,2025-09-22,2025-09-25,3,1153.68,confirmed,user_2132@example.com,None
Deluxe Suite,2025-06-24,2025-06-28,1,546.72,canceled,user_6071@example.com,None
Deluxe Suite,2025-09-04,2025-09-08,1,497.66,confirmed,user_2911@example.com,None
Executive King,2025-08-23,2025-08-24,1,811.44,confirmed,user_2437@example.com,None
Executive King,2025-07-31,2025-08-01,1,869.2,confirmed,user_6789@example.com,None
Presidential Suite,2025-01-05,2025-01-16,2,840.32,confirmed,user_1221@example.com,None
Executive King,2025-08-04,2025-08-12,1,884.16,confirmed,user_47@example.com,None
Deluxe Suite,2025-09-12,2025-09-20,1,606.17,confirmed,user_3204@example.com,None
Presidential Suite,2025-04-19,2025-04-29,3,1155.01,confirmed,user_9783@example.com,Early check-in
Executive King,2025-08-14,2025-08-19,1,673.33,confirmed,user_617@example.com,None
Presidential Suite,2025-06-08,2025-06-10,1,1133.51,confirmed,user_9744@example.com,None
Deluxe Suite,2025-10-06,2025-10-12,2,680.22,confirmed,user_7996@example.com,None
Deluxe Suite,2025-09-02,2025-09-08,1,573.99,confirmed,user_4364@example.com,Early check-in
Deluxe Suite,2025-01-06,2025-01-11,1,685.09,confirmed,user_2599@example.com,None
Presidential Suite,2025-10-24,2025-10-31,4,919.71,confirmed,user_6384@example.com,None
Presidential Suite,2025-08-11,2025-08-23,2,1118.74,confirmed,user_623@example.com,None
Deluxe Suite,2025-01-10,2025-01-19,2,501.22,canceled,user_660@example.com,None
Presidential Suite,2025-06-11,2025-06-22,4,1322.61,canceled,user_2096@example.com,Late checkout
Deluxe Suite,2025-09-07,2025-09-09,1,430.39,confirmed,user_4733@example.com,None
Presidential Suite,2025-12-26,2026-01-08,3,1262.9,confirmed,user_4603@example.com,None
Deluxe Suite,2025-09-27,2025-10-03,1,665.59,canceled,user_884@example.com,None
Executive King,2025-10-24,2025-11-05,1,688.17,confirmed,user_9410@example.com,None
Presidential Suite,2025-01-17,2025-01-18,4,1240.45,confirmed,user_6925@example.com,None
Presidential Suite,2025-11-23,2025-11-29,1,1114.62,confirmed,user_8543@example.com,None
Presidential Suite,2025-02-11,2025-02-15,1,1459.05,confirmed,user_3393@example.com,None
Presidential Suite,2025-02-12,2025-02-25,1,915.46,confirmed,user_2668@example.com,None
Deluxe Suite,2025-02-01,2025-02-12,2,694.83,confirmed,user_4969@example.com,Late checkout
Presidential Suite,2025-07-31,2025-08-12,1,1350.98,confirmed,user_445@example.com,Late checkout
Presidential Suite,2025-03-14,2025-03-20,1,1333.35,confirmed,user_4213@example.com,None
Presidential Suite,2025-06-28,2025-07-10,1,1224.09,confirmed,user_5247@example.com,None
Executive King,2025-03-06,2025-03-16,1,875.32,confirmed,user_8657@example.com,None
Presidential Suite,2025-10-20,2025-10-27,2,1030.86,confirmed,user_1943@example.com,None
Deluxe Suite,2025-02-22,2025-03-05,1,642.59,confirmed,user_4109@example.com,None
Executive King,2025-12-08,2025-12-18,2,845.21,confirmed,user_3925@example.com,None
Executive King,2025-04-25,2025-05-08,1,498.73,confirmed,user_6583@example.com,None
Deluxe Suite,2025-03-17,2025-03-23,2,565.82,confirmed,user_8851@example.com,Early check-in
Deluxe Suite,2025-10-16,2025-10-24,1,871.79,confirmed,user_7793@example.com,None
Deluxe Suite,2025-04-18,2025-04-19,1,439.47,confirmed,user_7211@example.com,Late checkout
Executive King,2025-11-17,2025-11-29,2,673.54,canceled,user_204@example.com,None
Deluxe Suite,2025-11-05,2025-11-10,1,569.93,confirmed,user_2096@example.com,None
Presidential Suite,2025-11-20,2025-12-02,3,1151.2,confirmed,user_6543@example.com,None
Presidential Suite,2025-06-28,2025-07-05,3,1113.8,confirmed,user_5686@example.com,Early check-in
Presidential Suite,2025-12-02,2025-12-06,1,1278.88,confirmed,user_321@example.com,None
Deluxe Suite,2025-04-11,2025-04-24,2,592.51,confirmed,user_6405@example.com,None
Executive King,2025-07-14,2025-07-23,1,871.78,canceled,user_3269@example.com,None
Presidential Suite,2025-09-08,2025-09-17,1,940.01,confirmed,user_4494@example.com,Early check-in
Presidential Suite,2025-04-17,2025-04-25,1,1273.06,confirmed,user_7106@example.com,None
Executive King,2025-03-29,2025-04-03,1,531.65,canceled,user_9759@example.com,None
Presidential Suite,2025-10-19,2025-10-26,4,1286.41,confirmed,user_1361@example.com,Early check-in
Executive King,2025-09-03,2025-09-13,2,719.18,confirmed,user_9882@example.com,None
Presidential Suite,2025-08-11,2025-08-17,1,947.67,confirmed,user_212@example.com,None
Deluxe Suite,2025-03-25,2025-03-26,2,1082.91,confirmed,user_6559@example.com,None
Presidential Suite,2025-12-14,2025-12-23,4,1331.49,confirmed,user_1929@example.com,Early check-in
Executive King,2025-07-12,2025-07-21,1,775.28,confirmed,user_5199@example.com,None
Presidential Suite,2025-05-31,2025-06-02,4,1160.04,confirmed,user_8254@example.com,None
Deluxe Suite,2025-01-23,2025-01-29,1,857.53,confirmed,user_9391@example.com,None
Deluxe Suite,2025-12-09,2025-12-11,2,684.04,confirmed,user_8265@example.com,Early check-in
Executive King,2025-04-11,2025-04-22,1,874.78,confirmed,user_8043@example.com,None
Presidential Suite,2025-07-06,2025-07-14,1,1279.88,confirmed,user_1598@example.com,None
Presidential Suite,2025-12-21,2025-12-28,1,1138.28,confirmed,user_5773@example.com,Early check-in
Executive King,2025-06-17,2025-06-27,1,993.7,confirmed,user_780@example.com,Early check-in
Presidential Suite,2025-10-12,2025-10-22,3,1097.8,confirmed,user_3284@example.com,Early check-in
Presidential Suite,2025-12-23,2025-12-31,3,1188.21,confirmed,user_2744@example.com,None
Presidential Suite,2025-03-19,2025-03-21,1,1351.6,confirmed,user_9457@example.com,None
Presidential Suite,2025-09-18,2025-09-30,2,1119.01,canceled,user_939@example.com,None
Executive King,2025-07-24,2025-07-28,2,864.47,confirmed,user_1820@example.com,None
Deluxe Suite,2025-08-30,2025-09-05,2,727.52,confirmed,user_7043@example.com,None
Presidential Suite,2025-11-10,2025-11-18,1,1415.69,canceled,user_4972@example.com,Early check-in
Deluxe Suite,2025-10-18,2025-10-30,1,491.76,confirmed,user_2746@example.com,Late checkout
Deluxe Suite,2025-12-10,2025-12-18,1,679.4,confirmed,user_8035@example.com,None
Presidential Suite,2025-10-06,2025-10-09,1,1017.88,confirmed,user_1842@example.com,None
Presidential Suite,2025-09-11,2025-09-20,1,1232.58,confirmed,user_3136@example.com,None
Executive King,2025-06-30,2025-07-05,2,655.18,confirmed,user_3213@example.com,None
Presidential Suite,2025-03-02,2025-03-10,4,1100.79,confirmed,user_5582@example.com,Late checkout
Presidential Suite,2025-11-08,2025-11-17,3,1001.81,confirmed,user_2701@example.com,Late checkout
Executive King,2025-06-09,2025-06-10,1,663.51,confirmed,user_3089@example.com,Early check-in
Presidential Suite,2025-03-11,2025-03-22,1,1197.96,confirmed,user_121@example.com,Late checkout
Deluxe Suite,2025-10-25,2025-11-05,1,593.16,confirmed,user_5800@example.com,None
Deluxe Suite,2025-08-29,2025-09-09,1,551.14,confirmed,user_1138@example.com,None
Deluxe Suite,2025-08-12,2025-08-18,1,579.6,confirmed,user_1911@example.com,Early check-in
Deluxe Suite,2025-02-10,2025-02-19,1,637.02,confirmed,user_447@example.com,None
Presidential Suite,2025-09-22,2025-10-03,3,1354.64,confirmed,user_5782@example.com,Late checkout
Presidential Suite,2025-04-08,2025-04-11,4,1176.07,canceled,user_1494@example.com,Early check-in
Presidential Suite,2025-03-06,2025-03-17,1,1234.74,confirmed,user_4861@example.com,None
Executive King,2025-01-28,2025-02-01,2,715.31,confirmed,user_3551@example.com,None
Executive King,2025-04-24,2025-04-29,2,750.93,canceled,user_5084@example.com,Early check-in
Executive King,2025-01-28,2025-01-31,2,737.8,confirmed,user_5457@example.com,Late checkout
Deluxe Suite,2025-08-04,2025-08-15,1,544.69,confirmed,user_3514@example.com,Early check-in
Deluxe Suite,2025-07-01,2025-07-13,2,764.93,canceled,user_9763@example.com,Early check-in
Executive King,2025-07-21,2025-08-03,1,766.39,confirmed,user_3591@example.com,None
Presidential Suite,2025-06-21,2025-06-22,4,1085.67,confirmed,user_3259@example.com,None
Presidential Suite,2025-09-20,2025-10-01,4,1253.71,confirmed,user_1604@example.com,None
Presidential Suite,2025-06-11,2025-06-13,1,1425.94,confirmed,user_5026@example.com,Late checkout
Executive King,2025-10-22,2025-10-26,1,1019.37,confirmed,user_6648@example.com,Late checkout
Presidential Suite,2025-09-17,2025-09-27,2,1195.78,confirmed,user_8914@example.com,None
Executive King,2025-10-05,2025-10-15,2,820.84,canceled,user_2891@example.com,Early check-in
Presidential Suite,2025-09-27,2025-10-08,3,1269.0,confirmed,user_5734@example.com,None
Executive King,2025-11-13,2025-11-23,2,625.01,confirmed,user_7810@example.com,None
Deluxe Suite,2025-01-16,2025-01-28,1,497.71,confirmed,user_7151@example.com,None
Executive King,2025-06-09,2025-06-20,2,630.02,confirmed,user_3680@example.com,Early check-in
Deluxe Suite,2025-08-02,2025-08-04,1,732.22,confirmed,user_8541@example.com,None
Executive King,2025-08-09,2025-08-14,1,965.71,confirmed,user_1514@example.com,None
Executive King,2025-06-27,2025-07-05,2,880.37,confirmed,user_4634@example.com,None
Presidential Suite,2025-11-02,2025-11-11,3,1409.82,confirmed,user_1758@example.com,Late checkout
Executive King,2025-09-21,2025-10-04,2,860.57,confirmed,user_848@example.com,Early check-in
Presidential Suite,2025-12-29,2025-12-30,2,1175.3,confirmed,user_4931@example.com,Late checkout
Deluxe Suite,2025-03-03,2025-03-14,1,680.78,confirmed,user_775@example.com,None
Presidential Suite,2025-06-02,2025-06-06,3,1037.29,confirmed,user_5873@example.com,None
Executive King,2025-06-01,2025-06-06,1,855.83,confirmed,user_6644@example.com,None
Deluxe Suite,2025-01-03,2025-01-16,2,426.73,confirmed,user_2224@example.com,None
Presidential Suite,2025-07-26,2025-08-05,3,1455.95,confirmed,user_6699@example.com,Early check-in
Presidential Suite,2025-04-10,2025-04-16,3,1023.55,confirmed,user_9106@example.com,None
Presidential Suite,2025-11-09,2025-11-15,1,1246.97,confirmed,user_8522@example.com,Late checkout
Deluxe Suite,2025-07-18,2025-07-23,2,706.47,confirmed,user_4288@example.com,Late checkout
Presidential Suite,2025-11-21,2025-12-02,4,899.64,confirmed,user_4165@example.com,None
Executive King,2025-10-30,2025-11-11,2,602.73,confirmed,user_511@example.com,None
Executive King,2025-08-26,2025-09-06,2,873.95,confirmed,user_9839@example.com,Early check-in
Deluxe Suite,2025-03-12,2025-03-23,2,709.67,confirmed,user_3504@example.com,Early check-in
Deluxe Suite,2025-09-15,2025-09-23,1,571.99,confirmed,user_4061@example.com,None
Deluxe Suite,2025-02-24,2025-03-07,2,685.59,canceled,user_1447@example.com,None
Presidential Suite,2025-05-13,2025-05-26,4,1326.16,confirmed,user_684@example.com,None
Presidential Suite,2025-10-01,2025-10-10,3,1536.92,confirmed,user_2045@example.com,None
Deluxe Suite,2025-12-27,2026-01-06,1,656.98,confirmed,user_2899@example.com,Early check-in
Deluxe Suite,2025-04-01,2025-04-14,1,463.24,confirmed,user_5321@example.com,None
Presidential Suite,2025-03-01,2025-03-02,1,1075.69,confirmed,user_2421@example.com,None
Deluxe Suite,2025-05-29,2025-05-30,1,682.59,confirmed,user_9125@example.com,Early check-in
Presidential Suite,2025-06-08,2025-06-14,3,1271.8,confirmed,user_9252@example.com,Early check-in
Presidential Suite,2025-02-05,2025-02-15,4,1324.03,confirmed,user_82@example.com,Late checkout
Executive King,2025-01-11,2025-01-12,2,943.38,confirmed,user_2777@example.com,Early check-in
Executive King,2025-12-06,2025-12-09,1,864.85,confirmed,user_8622@example.com,Early check-in
Deluxe Suite,2025-12-07,2025-12-09,1,722.64,confirmed,user_7318@example.com,None
Presidential Suite,2025-01-22,2025-02-04,2,1050.43,confirmed,user_1113@example.com,Early check-in
Deluxe Suite,2025-12-15,2025-12-18,2,858.52,confirmed,user_6752@example.com,None
Presidential Suite,2025-02-28,2025-03-10,4,1365.93,confirmed,user_9510@example.com,None
Presidential Suite,2025-07-13,2025-07-17,1,1196.04,confirmed,user_6991@example.com,None
Presidential Suite,2025-09-15,2025-09-22,1,874.62,confirmed,user_3804@example.com,None
Presidential Suite,2025-08-14,2025-08-18,2,1247.14,canceled,user_2124@example.com,None
Executive King,2025-05-07,2025-05-11,2,1136.89,canceled,user_7539@example.com,None
Deluxe Suite,2025-09-06,2025-09-12,2,537.01,confirmed,user_5891@example.com,None
Deluxe Suite,2025-08-13,2025-08-18,1,686.34,confirmed,user_1679@example.com,None
Executive King,2025-11-06,2025-11-08,1,994.78,confirmed,user_6838@example.com,None
Presidential Suite,2025-01-06,2025-01-13,1,1489.16,confirmed,user_648@example.com,None
Executive King,2025-05-04,2025-05-05,2,906.32,confirmed,user_6336@example.com,Early check-in
Deluxe Suite,2025-05-24,2025-05-25,2,499.15,confirmed,user_7162@example.com,None
Presidential Suite,2025-08-23,2025-08-29,4,1161.31,confirmed,user_3556@example.com,Early check-in
Executive King,2025-10-27,2025-11-03,1,671.8,confirmed,user_2783@example.com,None
Presidential Suite,2025-06-05,2025-06-08,2,1057.46,confirmed,user_4944@example.com,None
Deluxe Suite,2025-04-22,2025-05-05,2,512.24,confirmed,user_8085@example.com,Early check-in
Presidential Suite,2025-06-28,2025-07-04,4,1214.08,confirmed,user_40@example.com,None
Deluxe Suite,2025-02-15,2025-02-19,1,614.6,confirmed,user_8750@example.com,None
Executive King,2025-08-21,2025-08-31,1,748.14,confirmed,user_329@example.com,None
Deluxe Suite,2025-02-18,2025-02-21,2,490.4,confirmed,user_389@example.com,Early check-in
Presidential Suite,2025-08-02,2025-08-04,3,1439.98,confirmed,user_2625@example.com,None
Executive King,2025-08-22,2025-09-04,1,514.67,canceled,user_5404@example.com,Late checkout
Presidential Suite,2025-05-26,2025-06-08,1,1060.65,confirmed,user_2934@example.com,None
Presidential Suite,2025-06-05,2025-06-11,1,1190.43,confirmed,user_8021@example.com,None
Deluxe Suite,2025-10-24,2025-11-06,2,486.13,confirmed,user_6151@example.com,None
Presidential Suite,2025-05-12,2025-05-13,1,1159.21,confirmed,user_3261@example.com,None
Deluxe Suite,2025-12-03,2025-12-07,1,739.6,confirmed,user_9974@example.com,None
Executive King,2025-04-26,2025-04-28,1,1005.25,canceled,user_202@example.com,None
Deluxe Suite,2025-06-13,2025-06-20,2,780.54,confirmed,user_6470@example.com,Early check-in
Deluxe Suite,2025-11-02,2025-11-12,2,884.68,confirmed,user_3710@example.com,None
Deluxe Suite,2025-11-08,2025-11-16,1,721.47,confirmed,user_1250@example.com,None
Deluxe Suite,2025-04-10,2025-04-14,2,653.74,confirmed,user_352@example.com,None
Deluxe Suite,2025-03-20,2025-03-25,2,575.45,confirmed,user_5845@example.com,None
Executive King,2025-05-19,2025-05-20,1,845.26,canceled,user_877@example.com,Late checkout
Presidential Suite,2025-01-11,2025-01-19,1,1172.02,confirmed,user_4531@example.com,None
Executive King,2025-07-29,2025-08-07,2,707.4,confirmed,user_6140@example.com,None
Executive King,2025-02-08,2025-02-09,1,1001.53,canceled,user_6321@example.com,Late checkout
Presidential Suite,2025-10-03,2025-10-10,1,1239.63,confirmed,user_457@example.com,Early check-in
Deluxe Suite,2025-05-16,2025-05-28,1,653.0,canceled,user_1442@example.com,None
Executive King,2025-11-02,2025-11-03,2,841.73,confirmed,user_60@example.com,None
Deluxe Suite,2025-07-14,2025-07-18,2,960.74,confirmed,user_335@example.com,None
Presidential Suite,2025-11-01,2025-11-11,2,1371.36,confirmed,user_8618@example.com,Early check-in
Deluxe Suite,2025-10-01,2025-10-02,2,481.59,confirmed,user_6168@example.com,Late checkout
Deluxe Suite,2025-01-22,2025-01-31,1,697.15,confirmed,user_6786@example.com,None
Executive King,2025-01-03,2025-01-15,1,672.42,confirmed,user_7371@example.com,Early check-in
Deluxe Suite,2025-08-20,2025-08-21,1,548.86,confirmed,user_3957@example.com,None
